"","Weather","Herbicide_Application","Manure","Weeds","Fungicide_Application","Nitrogen","Fertilizer_Application","Filter_Cake","Amount_of_N_Fertilizer","Type_of_N_Fertilizer","Mechanical_Cultivation","Pests_and_Disease","Soil","Yield","Water_Application","Hand_Weeding","Potash","Compound_D","Single_Supers","Timing_of_Dressings","Trash_Burning","Heat_Treatment","Pesticide_Application"
"937","unfavourable","yes","yes","clean","no","effective","not_effective","yes","0.5","AN","yes","free","poor","70_to_100","1","lots","yes","yes","yes","right","yes","no","yes"
"938","unfavourable","no","no","dirty","yes","not_effective","not_effective","no","0.5","urea","yes","free","good","70_to_100","0.5","less","no","no","no","wrong","yes","yes","yes"
"939","unfavourable","yes","no","dirty","yes","effective","not_effective","yes","1","urea","no","infested","good",">=_100","0.75","lots","no","no","yes","right","no","no","yes"
"940","favourable","no","yes","dirty","no","not_effective","effective","no","0.5","urea","no","infested","poor","0_to_70","1","lots","yes","no","yes","right","no","no","yes"
"941","unfavourable","no","yes","clean","no","not_effective","effective","no","1","urea","yes","free","poor","0_to_70","0.75","less","yes","yes","yes","wrong","yes","no","no"
"942","unfavourable","yes","no","dirty","yes","effective","effective","no","1","urea","no","free","good","70_to_100","0.75","lots","no","no","yes","right","yes","yes","no"
"943","favourable","no","no","clean","no","not_effective","not_effective","no","0.5","urea","no","free","good",">=_100","0.5","lots","yes","yes","yes","right","no","yes","yes"
"944","unfavourable","yes","no","clean","yes","not_effective","effective","yes","0.5","AN","no","free","poor","70_to_100","1","lots","no","yes","yes","wrong","no","no","yes"
"945","unfavourable","yes","no","dirty","yes","not_effective","not_effective","yes","1","urea","no","free","poor","70_to_100","0.5","lots","yes","no","no","wrong","yes","yes","yes"
"946","unfavourable","no","no","clean","no","not_effective","not_effective","yes","1","urea","yes","infested","poor","70_to_100","1","lots","yes","yes","no","wrong","yes","yes","no"
"947","favourable","yes","yes","dirty","no","not_effective","not_effective","no","0.5","AN","no","free","poor","70_to_100","0.5","less","no","yes","no","right","no","yes","yes"
"948","unfavourable","no","yes","clean","yes","not_effective","not_effective","no","0.5","AN","yes","free","poor","0_to_70","0.75","less","no","no","yes","wrong","no","no","yes"
"949","favourable","yes","no","clean","yes","not_effective","effective","no","1","urea","yes","infested","good","0_to_70","1","lots","yes","no","no","wrong","no","no","no"
"950","unfavourable","no","no","dirty","yes","not_effective","effective","no","0.5","urea","no","infested","good",">=_100","0.75","lots","yes","no","yes","right","no","no","yes"
"951","favourable","yes","no","dirty","no","effective","effective","no","0.5","urea","yes","infested","good","70_to_100","0.5","less","no","no","no","right","yes","yes","no"
"952","favourable","yes","yes","dirty","yes","not_effective","effective","no","1","urea","yes","free","poor",">=_100","1","less","no","no","no","right","no","yes","yes"
"953","favourable","no","yes","dirty","yes","not_effective","not_effective","no","1","AN","yes","infested","good","0_to_70","0.5","less","no","no","no","wrong","yes","yes","yes"
"954","unfavourable","no","no","clean","yes","not_effective","effective","no","1","urea","no","infested","poor",">=_100","1","lots","yes","no","no","wrong","no","no","yes"
"955","unfavourable","yes","yes","dirty","no","effective","not_effective","yes","1","AN","no","infested","good","0_to_70","0.75","less","yes","no","yes","right","yes","no","no"
"956","favourable","no","yes","dirty","no","not_effective","effective","yes","1","AN","yes","free","poor","70_to_100","0.5","lots","yes","yes","no","wrong","no","yes","yes"
"957","favourable","yes","no","dirty","yes","effective","effective","yes","1","AN","yes","infested","poor","70_to_100","1","less","no","yes","yes","wrong","no","no","yes"
"958","favourable","no","yes","clean","yes","effective","not_effective","no","0.5","AN","yes","free","poor","0_to_70","0.5","lots","yes","no","yes","right","no","yes","no"
"959","favourable","yes","yes","dirty","yes","effective","effective","no","0.5","urea","no","free","good",">=_100","1","less","no","no","yes","wrong","yes","no","yes"
"960","unfavourable","no","yes","clean","yes","not_effective","effective","no","0.5","urea","no","infested","poor","0_to_70","1","lots","yes","yes","no","right","no","yes","yes"
"961","favourable","yes","yes","dirty","yes","effective","effective","no","0.5","urea","yes","infested","poor","70_to_100","1","less","yes","no","no","right","no","yes","no"
"962","favourable","no","no","clean","no","effective","not_effective","no","0.5","AN","yes","infested","good","0_to_70","1","less","no","no","yes","wrong","no","yes","no"
"963","favourable","yes","no","dirty","no","effective","not_effective","yes","0.5","AN","yes","free","poor","0_to_70","1","lots","yes","no","yes","right","no","yes","no"
"964","favourable","yes","yes","clean","yes","effective","not_effective","no","1","AN","no","free","poor","70_to_100","1","less","yes","yes","yes","wrong","yes","yes","yes"
"965","favourable","no","yes","dirty","no","not_effective","not_effective","no","0.5","urea","yes","infested","good","0_to_70","0.5","lots","yes","yes","no","right","no","no","no"
"966","unfavourable","no","yes","dirty","no","effective","effective","yes","0.5","urea","yes","infested","poor","70_to_100","0.75","less","yes","no","no","wrong","yes","yes","yes"
"967","favourable","yes","no","clean","yes","effective","not_effective","yes","1","urea","yes","free","good","70_to_100","0.5","lots","no","no","no","right","yes","no","no"
"968","unfavourable","yes","no","clean","no","effective","effective","yes","0.5","AN","no","free","poor",">=_100","1","less","yes","yes","no","wrong","yes","yes","yes"
"969","favourable","yes","no","dirty","no","not_effective","effective","yes","1","urea","yes","free","good","70_to_100","1","less","no","yes","yes","wrong","yes","yes","no"
"970","favourable","no","yes","clean","no","not_effective","not_effective","yes","0.5","AN","yes","free","poor","70_to_100","0.75","less","no","yes","no","wrong","no","yes","no"
"971","favourable","no","yes","clean","yes","not_effective","effective","no","1","AN","no","free","poor",">=_100","0.75","less","no","yes","yes","right","yes","yes","yes"
"972","unfavourable","no","no","clean","no","not_effective","effective","yes","1","AN","yes","infested","good","70_to_100","1","lots","yes","yes","yes","wrong","no","no","no"
"973","favourable","no","no","clean","no","effective","not_effective","no","0.5","AN","no","free","good","70_to_100","1","lots","yes","no","yes","wrong","no","yes","yes"
"974","unfavourable","yes","no","clean","yes","not_effective","effective","no","0.5","AN","no","infested","good","0_to_70","0.5","lots","yes","yes","yes","wrong","no","no","no"
"975","favourable","yes","yes","dirty","yes","effective","not_effective","yes","1","urea","yes","free","poor","0_to_70","0.5","less","yes","yes","no","wrong","yes","yes","no"
"976","unfavourable","no","yes","clean","yes","effective","effective","no","1","urea","no","infested","poor","70_to_100","0.75","lots","no","no","yes","wrong","no","yes","yes"
"977","unfavourable","yes","no","dirty","yes","effective","not_effective","no","1","AN","no","free","good",">=_100","0.75","less","no","no","no","wrong","no","yes","yes"
"978","unfavourable","no","no","clean","no","effective","effective","yes","0.5","AN","yes","infested","good","0_to_70","0.75","lots","no","no","yes","right","no","yes","no"
"979","favourable","yes","no","dirty","yes","not_effective","not_effective","yes","0.5","urea","no","free","poor","70_to_100","1","less","yes","no","yes","wrong","yes","no","no"
"980","favourable","yes","yes","dirty","no","not_effective","not_effective","yes","0.5","urea","yes","free","good",">=_100","1","lots","no","no","yes","wrong","yes","yes","no"
"981","unfavourable","yes","yes","clean","no","effective","effective","no","1","urea","no","infested","good",">=_100","0.5","lots","yes","yes","yes","wrong","no","yes","no"
"982","unfavourable","yes","no","dirty","yes","effective","effective","no","0.5","AN","yes","infested","poor",">=_100","0.5","less","yes","no","yes","right","no","no","yes"
"983","favourable","yes","yes","clean","no","effective","effective","yes","1","urea","no","infested","good","0_to_70","0.75","less","yes","yes","yes","wrong","no","no","yes"
"984","favourable","yes","yes","clean","yes","not_effective","effective","yes","0.5","urea","no","infested","poor","70_to_100","0.75","lots","yes","yes","no","wrong","yes","yes","no"
"985","favourable","no","yes","clean","yes","not_effective","effective","no","0.5","AN","yes","free","good","70_to_100","1","less","yes","yes","yes","right","yes","yes","no"
"986","unfavourable","no","no","dirty","no","effective","effective","yes","1","urea","yes","infested","poor",">=_100","1","lots","no","yes","yes","wrong","yes","no","yes"
"987","favourable","no","yes","clean","no","not_effective","not_effective","yes","0.5","AN","no","infested","poor","70_to_100","1","lots","no","yes","no","wrong","no","yes","yes"
"988","unfavourable","no","no","dirty","yes","effective","not_effective","no","0.5","urea","yes","free","poor","70_to_100","0.5","lots","yes","yes","yes","right","yes","yes","yes"
"989","favourable","no","no","clean","yes","not_effective","not_effective","yes","1","urea","yes","free","good","0_to_70","0.5","less","yes","no","yes","wrong","no","yes","yes"
"990","favourable","yes","yes","clean","yes","not_effective","effective","no","1","urea","no","infested","poor","70_to_100","1","lots","yes","no","yes","wrong","no","yes","no"
"991","favourable","yes","no","clean","yes","effective","not_effective","yes","1","urea","no","infested","good",">=_100","1","less","yes","no","no","wrong","yes","yes","yes"
"992","unfavourable","no","yes","dirty","no","not_effective","effective","yes","1","AN","no","infested","good","70_to_100","0.75","less","no","yes","yes","wrong","no","yes","yes"
"993","favourable","yes","no","dirty","yes","not_effective","not_effective","no","1","urea","yes","free","poor","0_to_70","0.5","lots","yes","no","no","wrong","yes","yes","yes"
"994","favourable","no","yes","dirty","yes","effective","effective","yes","1","AN","no","free","good","70_to_100","1","less","no","yes","no","right","no","yes","yes"
"995","unfavourable","yes","yes","dirty","no","not_effective","effective","no","1","urea","no","free","good","70_to_100","1","lots","yes","yes","yes","wrong","yes","no","yes"
"996","favourable","no","no","dirty","no","not_effective","effective","yes","0.5","urea","no","free","poor",">=_100","1","less","no","yes","no","right","no","no","no"
"997","favourable","no","no","clean","yes","effective","effective","no","0.5","AN","yes","free","good",">=_100","0.75","lots","no","no","yes","wrong","no","yes","no"
"998","unfavourable","yes","yes","clean","no","effective","not_effective","no","0.5","urea","yes","free","good","0_to_70","0.5","lots","no","yes","yes","wrong","no","yes","yes"
"999","unfavourable","no","no","clean","yes","effective","effective","no","0.5","AN","yes","free","poor","0_to_70","0.75","less","yes","no","yes","wrong","yes","yes","yes"
"1000","favourable","yes","yes","dirty","no","effective","effective","yes","0.5","urea","no","infested","good",">=_100","0.75","lots","no","no","no","wrong","no","yes","yes"
